id_evento,nombre,fecha,artistas,horario,club_id,club_nombre,club_imagen,direccion,poblacion,provincia,pais,estilo,direccion completa
175168,Gurtenfestival 2011 - Día 1,2011-07-14,"Trentemøller (live)</b>
Artistas confirmados para todo el festival:
Arctic Monkeys + Kaiser Chiefs + Beatsteaks + Plan B + The Streets + Jamie Cullum + Blumentopf + Sophie Hunger + Katzenjammer + Calle13 + 2manydjs live + Underworld + Pendulum + Bloody Beetroots Death Crew 77",Sin confirmar,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Extranjero,Suiza,Indie,"Sin confirmar, Sin confirmar, Suiza"
173019,Melt Festival 2011 - Día 1,2011-07-15,"</b>
Artistas confirmados para todo el festival:
Ame (live) + Atari Teenage Riot + Gui Boratto + Boys Noize + Bpitch @ Sleepless Floor: Ellen Allien, Kiki, Chaim, Skinnerbox + Busy P + Cut Copy + DAF +  Isolée + Fritz Kalkbrenner + Paul Kalkbrenner + Markus Kavka + The Koletzkis + Live At Robert Johnson @ Sleepless Floor: Roman Flügel, Arto Mwambé, Manuel Raven, Oliver Hafenbauer, Gerd Janson u. a.  + Loco Dice + M.A.N.D.Y. + Miss Kittin + Modeselektor present Melt!Selektor + Monarchy + Pulp + Robyn + The Streets + Tensnake + Total Confusion B2B2B - Tobias Thomas, Michael Mayer & Superpitcher",15:00-07:00h,1,No Disponible,"","","",Extranjero,Alemania,sin especificar,", , Alemania"
173046,Dour Festival 2011 - Día 2,2011-07-15,"</b>
Artistas confirmados para todo el festival:
50 Lions + Agnostic Front + Akhenaton et Faf Larage + Anthony B + Anthrax + Bomba Estereo + Born From Pain + Busy Signal & HI Voltage Band + Dagoba + Dirtyphonics live + Erol Alkan + Fozzy + House Of Pain + Jamaïca + Karma To Burn + Kylesa + Kyuss Lives! + Les Hurlements D'Leo + Luke Vibert + Madball + Mahala Raï Banda + Shantel & Bucovina Club Orkestar + Shy FX & Digitalsoundboy System feat. Breakage, B traits, Donaeo, Youngman and Stamina + Sigma & MC Carasel + Sinus Georges + Socalled + Systema Solar + Terror + The Amplifetes + The Gaslamp Killer + The Japanese Popstars + The Qemists live + Trolley Snatcha + Vitalic V Mirror live",Sin confirmar,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Extranjero,Bélgica,sin especificar,"Sin confirmar, Sin confirmar, Bélgica"
173060,Electric Elephant 2011 - Día 2,2011-07-15,</b> Artistas por confirmar,Sin confirmar,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Extranjero,Croacia,sin especificar,"Sin confirmar, Sin confirmar, Croacia"
173182,Lovebox 2011 - Día 1,2011-07-15,</b> artistas por anunciar,Sin confirmar,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Extranjero,UK,Indie,"Sin confirmar, Sin confirmar, UK"
173212,FIB 2011 - Día 2,2011-07-15,"</b>
Artistas confirmados para todo el festival:
Arcade Fire + Arctic Monkeys + Mumford & Sons + Portishead + The Strokes + Beirut + CatPeople + Elbow + Friendly Fires + Julieta Venegas + Lori Meyers + Primal Scream present Screamadelica + The Streets + Tinie Tempah + The Coronas + Grupo Salvaje + The Marzipan Man + Smile + Veronica Falls + The Stranglers + Pendulum + Paolo Nutini + The Juan MacLean + Congotronics Vs Rockers - Konono No.1, Deerhoof, Kasai Allstars, Juana Molina, Wildbirds & Peacedrums y Skeletons - + Atom Rhumba + Professor Green + The Morning Benders + Jerry Fish & The Mudbug Club + Jack Beats + Zombie Zombie + O Emperor + Spectrals + And So I Watch You From Afar + The 1945",Sin confirmar,1,No Disponible,"","","",Castellón,España,sin especificar,", , España"
175169,Gurtenfestival 2011 - Día 2,2011-07-15,"</b>
Artistas confirmados para todo el festival:
Arctic Monkeys + Kaiser Chiefs + Beatsteaks + Plan B + The Streets + Jamie Cullum + Blumentopf + Sophie Hunger + Katzenjammer + Calle13 + 2manydjs live + Underworld + Pendulum + Bloody Beetroots Death Crew 77",Sin confirmar,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Extranjero,Suiza,Indie,"Sin confirmar, Sin confirmar, Suiza"
175172,Hartera Festival 2011 - Día 1,2011-07-15,"</b>
artistas por anunciar",Sin confirmar,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Extranjero,Croacia,Indie,"Sin confirmar, Sin confirmar, Croacia"
176053,Come Together 2011,2011-07-15,</b> tbc,20:00-07:00h,333,Space Ibiza,Space_Ibiza.jpg,Carretera de Platge Den Bossa,Ibiza,Baleares,España,House,"Carretera de Platge Den Bossa, Ibiza, España"
173020,Melt Festival 2011 - Día 2,2011-07-16,"</b>
Artistas confirmados para todo el festival:
Ame (live) + Atari Teenage Riot + Gui Boratto + Boys Noize + Bpitch @ Sleepless Floor: Ellen Allien, Kiki, Chaim, Skinnerbox + Busy P + Cut Copy + DAF +  Isolée + Fritz Kalkbrenner + Paul Kalkbrenner + Markus Kavka + The Koletzkis + Live At Robert Johnson @ Sleepless Floor: Roman Flügel, Arto Mwambé, Manuel Raven, Oliver Hafenbauer, Gerd Janson u. a.  + Loco Dice + M.A.N.D.Y. + Miss Kittin + Modeselektor present Melt!Selektor + Monarchy + Pulp + Robyn + The Streets + Tensnake + Total Confusion B2B2B - Tobias Thomas, Michael Mayer & Superpitcher",15:00-07:00h,1,No Disponible,"","","",Extranjero,Alemania,sin especificar,", , Alemania"
